=== NPC Trace: chicken_60 ===
Abilities: [1, 1, 1, 3]
Simulation: M=64, N_coop=4, k=4, T=256
============================================================

Tourn Step |              Pre-Location -> Post-Location             | Action                             | W/L   | share_obs              | transfer     | extend_own
T  12 step  7 |           BattleZone@coop1 -> BattleZone          @coop3 | unpaired(policy:a_move->coop3)     | W 2/L 4 |                        |              | 
T  12 step  8 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 0/L 1 |                        |              | 
T  12 step  9 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 0/L 2 |                        |              | 
T  12 step 10 |           BattleZone@coop3 -> SpectatorZone       @coop3 | unpaired(policy:a_watch->coop3)    | W 0/L 2 |                        |              | 
T  12 step 11 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 0/L 2 |                        |              | 
T  12 step 12 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 0/L 2 |                        |              | 
T  12 step 13 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 0/L 2 |                        |              | 
T  12 step 14 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 0/L 2 |                        |              | 
T  12 step 15 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 0/L 2 |                        |              | 
T  12 step 16 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 0/L 2 |                        |              | 
T  13 step  1 |        SpectatorZone@coop3 -> BattleZone          @coop3 | a_move->coop3                      | W 0/L 1 |                        |              | 
  --- Tournament 13 closed | sack: 0 (+0) ---

T  13 step  2 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 1/L 1 |                        |              | 
T  13 step  3 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 2/L 1 |                        |              | 
T  13 step  4 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 3/L 1 |                        |              | 
T  13 step  5 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 3/L 2 |                        |              | 
T  13 step  6 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 4/L 2 |                        |              | 
T  13 step  7 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 4/L 3 |                        |              | 
T  13 step  8 |           BattleZone@coop3 -> SpectatorZone       @coop3 | unpaired(policy:a_watch->coop3)    | W 4/L 3 |                        |              | 
T  13 step  9 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 4/L 3 |                        |              | 
T  13 step 10 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 4/L 3 |                        |              | 
T  13 step 11 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 4/L 3 |                        |              | 
T  13 step 12 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 4/L 3 |                        |              | 
T  13 step 13 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 4/L 3 |                        |              | 
T  13 step 14 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 4/L 3 |                        |              | 
T  13 step 15 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 4/L 3 |                        |              | 
T  13 step 16 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 4/L 3 |                        |              | 
T  13 step 17 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 4/L 3 |                        |              | 
T  13 step 18 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 4/L 3 |                        |              | 
T  14 step  1 |        SpectatorZone@coop3 -> BattleZone          @coop1 | a_move->coop3                      | W 0/L 0 |                        |              | 
  --- Tournament 14 closed | sack: 0 (+0) ---

T  14 step  2 |           BattleZone@coop1 -> BattleZone          @coop1 | battle(policy:a_move->coop3)       | W 1/L 1 |                        |              | 
T  14 step  3 |           BattleZone@coop1 -> BattleZone          @coop1 | battle(policy:a_move->coop3)       | W 2/L 1 |                        |              | 
T  14 step  4 |           BattleZone@coop1 -> BattleZone          @coop1 | battle(policy:a_move->coop3)       | W 2/L 2 |                        |              | 
T  14 step  5 |           BattleZone@coop1 -> BattleZone          @coop1 | battle(policy:a_move->coop3)       | W 3/L 2 |                        |              | 
T  14 step  6 |           BattleZone@coop1 -> BattleZone          @coop1 | battle(policy:a_move->coop3)       | W 3/L 3 |                        |              | 
T  14 step  7 |           BattleZone@coop1 -> BattleZone          @coop1 | battle(policy:a_move->coop3)       | W 3/L 4 |                        |              | 
T  14 step  8 |           BattleZone@coop1 -> BattleZone          @coop3 | unpaired(policy:a_move->coop3)     | W 3/L 4 |                        |              | 
T  14 step  9 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 0/L 1 |                        |              | 
T  14 step 10 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 1/L 1 |                        |              | 
T  14 step 11 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 2/L 1 |                        |              | 
T  14 step 12 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 2/L 2 |                        |              | 
T  14 step 13 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 3/L 2 |                        |              | 
T  14 step 14 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 3/L 3 |                        |              | 
T  14 step 15 |           BattleZone@coop3 -> SpectatorZone       @coop3 | unpaired(policy:a_watch->coop3)    | W 3/L 3 |                        |              | 
T  14 step 16 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 3/L 3 |                        |              | 
T  15 step  1 |        SpectatorZone@coop3 -> BattleZone          @coop1 | a_move->coop3                      | W 0/L 0 |                        |              | 
  --- Tournament 15 closed | sack: 0 (+0) ---

T  15 step  2 |           BattleZone@coop1 -> BattleZone          @coop1 | battle(policy:a_move->coop3)       | W 1/L 1 |                        |              | 
T  15 step  3 |           BattleZone@coop1 -> BattleZone          @coop1 | battle(policy:a_move->coop3)       | W 1/L 2 |                        |              | 
T  15 step  4 |           BattleZone@coop1 -> BattleZone          @coop1 | battle(policy:a_move->coop3)       | W 1/L 3 |                        |              | 
T  15 step  5 |           BattleZone@coop1 -> BattleZone          @coop1 | battle(policy:a_move->coop3)       | W 1/L 4 |                        |              | 
T  15 step  6 |           BattleZone@coop1 -> BattleZone          @coop3 | unpaired(policy:a_move->coop3)     | W 1/L 4 |                        |              | 
T  15 step  7 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 1/L 0 |                        |              | 
T  15 step  8 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 1/L 1 |                        |              | 
T  15 step  9 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 2/L 1 |                        |              | 
T  15 step 10 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 3/L 1 |                        |              | 
T  15 step 11 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 4/L 1 |                        |              | 
T  15 step 12 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 4/L 2 |                        |              | 
T  15 step 13 |           BattleZone@coop3 -> BattleZone          @coop3 | battle(policy:a_watch->coop3)      | W 5/L 2 |                        |              | 
T  15 step 14 |           BattleZone@coop3 -> SpectatorZone       @coop3 | unpaired(policy:a_watch->coop3)    | W 5/L 2 |                        |              | 
T  15 step 15 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 5/L 2 |                        |              | 
T  15 step 16 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 5/L 2 |                        |              | 
T  15 step 17 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 5/L 2 |                        |              | 
T  15 step 18 |        SpectatorZone@coop3 -> SpectatorZone       @coop3 | a_move->coop3                      | W 5/L 2 |                        |              | 
T  16 step  1 |        SpectatorZone@coop3 -> BattleZone          @coop0 | a_move->coop3                      | W 0/L 0 |                        |              | 
  --- Tournament 16 closed | sack: 0 (+0) ---

T  16 step  2 |           BattleZone@coop0 -> BattleZone          @coop0 | battle(policy:a_move->coop3)       | W 0/L 2 |                        |              | 
T  16 step  3 |           BattleZone@coop0 -> BattleZone          @coop0 | battle(policy:a_move->coop3)       | W 1/L 2 |                        |              | 
T  16 step  4 |           BattleZone@coop0 -> BattleZone          @coop0 | battle(policy:a_move->coop3)       | W 2/L 2 |                        |              | 
T  16 step  5 |           BattleZone@coop0 -> BattleZone          @coop0 | battle(policy:a_move->coop3)       | W 2/L 3 |                        |              | 
